iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 219r 4.7461140e+04 2.52e+03 1.00e+03   2.1 0.00e+00    -  0.00e+00 2.53e-07R  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220r 4.6517742e+04 2.45e+03 1.03e+05   2.1 4.89e+04    -  2.31e-02 1.89e-03f  1
 221r 3.9336980e+04 1.27e+03 9.94e+04   2.1 4.28e+03    -  1.02e-02 1.82e-02f  1
 222  3.9310969e+04 1.27e+03 3.86e+01  -1.0 1.03e+03    -  8.43e-04 6.73e-04f  1
 223  3.9304955e+04 1.27e+03 3.86e+01  -1.0 3.39e+03    -  1.66e-04 6.53e-05f  1
 224  3.9292793e+04 1.27e+03 1.77e+03  -1.0 3.33e+03    -  1.52e-02 1.36e-04f  1
 225  3.9292891e+04 1.27e+03 2.72e+03  -1.0 1.09e+03    -  1.20e-03 1.05e-04h  1
 226  3.9296382e+04 1.27e+03 6.84e+03  -1.0 6.61e+02    -  4.60e-03 7.04e-04h  1
 227  3.9298793e+04 1.27e+03 8.76e+04  -1.0 5.99e+02    -  4.76e-02 2.23e-04h  1
 228  3.9299059e+04 1.27e+03 8.72e+04  -1.0 8.50e+02    -  7.17e-05 8.90e-05h  1
 229  3.9295242e+04 1.27e+03 8.15e+04  -1.0 3.70e+03    -  6.54e-05 3.60e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  3.9292311e+04 1.27e+03 2.39e+05  -1.0 5.01e+03    -  3.60e-03 1.46e-04f  1
 231  3.9185240e+04 1.26e+03 7.31e+04  -1.0 6.96e+03    -  4.46e-04 3.62e-03f  1
 232  3.9181732e+04 1.26e+03 9.23e+04  -1.0 1.24e+04    -  5.56e-04 1.05e-04f  1
 233  3.9143667e+04 1.26e+03 1.75e+05  -1.0 8.62e+03    -  1.67e-05 2.18e-03f  1
 234  3.9145531e+04 1.26e+03 3.25e+05  -1.0 4.20e+03    -  5.10e-03 5.55e-05h  1
 235  3.9148722e+04 1.26e+03 3.73e+05  -1.0 5.06e+03    -  9.80e-04 7.09e-05h  1
 236  3.9166421e+04 1.26e+03 8.64e+05  -1.0 6.28e+03    -  7.22e-03 4.37e-04h  1
 237  3.9203534e+04 1.26e+03 7.16e+05  -1.0 6.63e+03    -  8.59e-05 8.54e-04h  3
 238  3.9209165e+04 1.26e+03 1.34e+06  -1.0 7.29e+03    -  2.20e-03 1.16e-04h  1
 239  3.9236126e+04 1.26e+03 1.04e+06  -1.0 7.03e+03    -  1.93e-05 5.60e-04h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  3.9239292e+04 1.26e+03 5.33e+06  -1.0 7.88e+03    -  5.00e-03 6.26e-05h  1
 241  3.9274928e+04 1.26e+03 3.46e+06  -1.0 6.82e+03    -  1.98e-04 7.74e-04h  2
 242  3.9280090e+04 1.26e+03 1.98e+07  -1.0 1.13e+04    -  1.71e-03 1.14e-04h  1
 243r 3.9280090e+04 1.26e+03 1.00e+03   1.9 0.00e+00    -  0.00e+00 2.52e-07R  3
 244r 3.8741115e+04 1.24e+03 1.29e+05   1.9 1.98e+04    -  2.98e-02 2.40e-03f  1
 245r 3.6265953e+04 9.92e+02 1.24e+05   1.9 2.37e+03    -  5.82e-03 1.54e-02f  1
 246r 3.4238352e+04 8.98e+02 1.27e+05   1.9 1.35e+03    -  3.31e-02 1.62e-02f  1
 247r 3.1522340e+04 7.77e+02 1.37e+05   1.9 1.13e+03    -  7.84e-02 3.16e-02f  1
 248r 2.8002519e+04 5.74e+02 1.23e+05   1.9 8.12e+02    -  5.10e-02 8.97e-02f  1
 249r 2.7789716e+04 5.76e+02 1.19e+05   1.9 6.03e+00   2.0 4.48e-01 1.85e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250r 2.7736415e+04 5.80e+02 1.12e+05   1.9 4.70e+00   2.4 3.24e-01 1.99e-01f  1
 251r 2.7724642e+04 5.80e+02 2.03e+05   1.9 2.88e+00   4.7 1.18e-01 4.23e-02h  1
 252r 2.7717834e+04 5.80e+02 1.01e+06   1.9 3.08e+00   4.2 2.41e-01 2.36e-02h  1
 253r 2.7714336e+04 5.80e+02 2.44e+06   1.9 3.01e+00   4.6 1.77e-01 1.26e-02h  1
 254r 2.7554072e+04 5.80e+02 6.43e+06   1.9 2.95e+00   4.1 8.93e-01 6.03e-01h  1
 255r 2.7451129e+04 5.80e+02 2.07e+06   1.9 1.21e+00   3.7 7.08e-01 1.00e+00h  1
 256r 2.7450215e+04 5.80e+02 3.78e+04   1.9 2.88e-02   5.9 1.00e+00 1.00e+00f  1
 257r 2.7450281e+04 5.80e+02 2.46e+05   1.9 6.78e-03   5.4 1.00e+00 1.00e+00f  1
 258r 2.7450291e+04 5.80e+02 3.13e+05   1.9 1.76e-02   4.9 4.67e-01 1.00e+00f  1
 259r 2.7450318e+04 5.80e+02 3.12e+05   1.9 2.23e-01   5.4 4.14e-01 7.08e-03f  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260r 2.7450355e+04 5.80e+02 9.69e+04   1.9 3.93e-03   5.8 1.00e+00 1.00e+00f  1
 261r 2.7450302e+04 5.80e+02 2.51e+04   1.9 6.00e-03   5.3 1.00e+00 1.00e+00f  1
 262r 2.7450085e+04 5.80e+02 7.99e+03   1.9 1.56e-02   4.8 1.00e+00 1.00e+00f  1
 263r 2.7445253e+04 5.80e+02 2.25e+05   1.2 4.07e-02   4.4 1.00e+00 1.00e+00f  1
 264r 2.7444206e+04 5.80e+02 2.85e+05   1.2 2.55e-02   4.8 1.33e-01 1.00e+00f  1
 265r 2.7444206e+04 5.80e+02 2.31e+05   1.2 3.21e-03   6.1 1.00e+00 1.00e+00f  1
 266r 2.7444306e+04 5.80e+02 1.92e+05   1.2 2.20e-02   5.6 2.43e-01 5.62e-01h  1
 267r 2.7444305e+04 5.80e+02 7.90e+04   1.2 6.75e-03   6.1 1.00e+00 1.00e+00f  1
 268r 2.7444061e+04 5.80e+02 5.50e+03   1.2 2.44e-03   5.6 1.00e+00 1.00e+00f  1
 269r 2.7443079e+04 5.80e+02 1.30e+04   1.2 7.90e-03   5.1 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270r 2.7439320e+04 5.80e+02 4.98e+05   1.2 2.16e-02   4.6 1.00e+00 9.85e-01f  1
 271r 2.7437895e+04 5.80e+02 1.24e+05   1.2 7.91e-03   5.0 1.00e+00 1.00e+00f  1
 272r 2.7433197e+04 5.80e+02 2.11e+05   1.2 2.42e-02   4.6 1.00e+00 1.00e+00f  1
 273r 2.7428745e+04 5.80e+02 7.76e+05   1.2 7.33e-02   4.1 1.00e+00 3.48e-01f  1
 274r 2.7408012e+04 5.80e+02 4.36e+05   1.2 2.26e-01   3.6 4.01e-02 6.70e-01f  1
 275r 2.7407942e+04 5.80e+02 3.06e+05   1.2 1.57e-02   5.9 1.00e+00 1.00e+00f  1
 276r 2.7407673e+04 5.80e+02 3.63e+05   1.2 1.28e-02   5.4 2.70e-01 1.00e+00h  1
 277r 2.7407546e+04 5.80e+02 8.76e+04   1.2 3.16e-03   5.8 1.00e+00 1.00e+00f  1
 278r 2.7406840e+04 5.80e+02 7.11e+04   1.2 1.03e-02   5.3 1.00e+00 1.00e+00f  1
 279r 2.7405188e+04 5.80e+02 5.64e+04   1.2 1.41e-02   4.8 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280r 2.7404524e+04 5.80e+02 2.09e+04   1.2 5.46e-03   5.3 1.00e+00 1.00e+00f  1
 281r 2.7403084e+04 5.80e+02 5.56e+05   1.2 1.61e-02   4.8 1.00e+00 7.86e-01f  1
 282r 2.7402633e+04 5.80e+02 7.94e+05   1.2 9.37e-03   5.2 1.00e+00 1.00e+00f  1
 283r 2.7400680e+04 5.80e+02 2.09e+04   1.2 1.81e-02   4.7 1.00e+00 1.00e+00f  1
 284r 2.7398861e+04 5.80e+02 7.17e+05   1.2 5.43e-02   4.3 1.00e+00 3.60e-01f  1
 285r 2.7385784e+04 5.81e+02 4.49e+05   1.2 1.62e-01   3.8 1.00e+00 1.00e+00f  1
 286r 2.7372882e+04 5.81e+02 1.34e+05   1.2 4.72e-01   3.3 1.00e+00 3.49e-01f  1
 287r 2.7347716e+04 5.82e+02 8.28e+05   1.2 9.93e-01   2.8 1.00e+00 2.34e-01f  1
 288r 2.7268432e+04 5.85e+02 8.70e+05   1.2 2.44e+00   2.4 7.68e-01 2.95e-01f  1
 289r 2.7148244e+04 5.87e+02 7.44e+05   1.2 1.97e+01   1.9 4.88e-02 1.37e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290r 2.7131937e+04 5.87e+02 6.69e+05   1.2 2.20e+00   2.3 1.00e+00 9.51e-02f  1
 291r 2.7114649e+04 5.88e+02 5.31e+05   1.2 8.39e+00   1.8 3.70e-01 1.79e-01f  1
 292r 2.7108567e+04 5.88e+02 1.90e+05   1.2 2.51e+00   2.3 1.00e+00 5.21e-01f  1
 293r 2.7145840e+04 5.77e+02 9.79e+04   1.2 1.01e+01   1.8 5.58e-01 3.91e-01f  1
 294r 2.7193426e+04 5.66e+02 1.20e+03   1.2 3.21e+00   2.2 1.00e+00 1.00e+00f  1
 295r 2.7266978e+04 5.44e+02 8.17e+04  -0.2 1.40e+01   1.7 6.20e-01 4.18e-01f  1
 296r 2.7293952e+04 5.34e+02 2.15e+05  -0.2 5.06e+00   2.2 8.75e-01 4.52e-01f  1
 297r 2.7409099e+04 4.83e+02 1.19e+05  -0.2 2.19e+01   1.7 7.14e-01 4.82e-01f  1
 298r 2.7410296e+04 4.41e+02 1.37e+05  -0.2 2.33e+02   1.2 1.89e-01 3.02e-02f  1
 299r 2.7413064e+04 4.40e+02 2.43e+05  -0.2 8.77e+01   0.7 2.57e-01 9.88e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300r 2.8357875e+04 4.47e+02 4.23e+05  -0.2 1.46e+02    -  1.16e-01 4.63e-02f  1
 301r 2.8742010e+04 4.51e+02 5.83e+05  -0.2 1.43e+02    -  8.71e-02 1.90e-02f  1
 302r 2.8960535e+04 4.51e+02 1.15e+06  -0.2 4.27e+02    -  2.65e-01 9.35e-03f  1
 303r 3.6999631e+04 6.26e+02 4.25e+05  -0.2 4.39e+02    -  1.29e-01 3.37e-01f  1
 304  3.6999253e+04 6.26e+02 1.14e+03  -1.0 1.27e+03    -  3.57e-03 4.87e-06f  2
 305  3.7001981e+04 6.26e+02 7.98e+03  -1.0 2.24e+02    -  7.93e-03 1.99e-04h  1
 306  3.7082063e+04 6.24e+02 5.40e+03  -1.0 3.20e+02    -  2.29e-03 5.06e-03h  1
 307  3.7090141e+04 6.24e+02 7.24e+04  -1.0 3.04e+02    -  7.67e-02 5.59e-04h  1
 308  3.7450962e+04 6.36e+02 6.05e+04  -1.0 3.22e+02    -  9.92e-03 2.27e-02h  3
 309  3.7798648e+04 6.46e+02 1.21e+05  -1.0 2.98e+02    -  1.07e-01 2.37e-02h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  3.8015656e+04 6.47e+02 1.54e+05  -1.0 4.13e+02    -  7.20e-02 1.73e-02h  4
 311  3.8140746e+04 6.44e+02 3.16e+05  -1.0 2.52e+02   0.2 2.53e-02 9.86e-03h  1
 312  3.8341521e+04 6.41e+02 4.46e+05  -1.0 2.48e+02  -0.3 5.32e-02 1.63e-02h  1
 313  3.8744427e+04 6.51e+02 6.70e+05  -1.0 2.33e+02  -0.8 2.60e-01 3.63e-02h  3
 314  3.9025623e+04 6.50e+02 6.31e+05  -1.0 2.07e+02  -0.3 2.55e-02 3.28e-02h  3
 315  3.9167396e+04 6.43e+02 6.13e+05  -1.0 2.88e+02  -0.8 2.87e-03 2.34e-02h  3
 316  3.9405390e+04 6.39e+02 9.79e+05  -1.0 1.78e+02  -0.4 4.41e-01 4.78e-02h  1
 317  3.9405978e+04 6.39e+02 1.05e+06  -1.0 2.98e+02   0.0 2.50e-02 2.74e-04h  1
 318  3.9394461e+04 6.37e+02 1.03e+06  -1.0 3.61e+02   0.5 8.15e-04 2.12e-03f  1
 319  3.9447074e+04 6.26e+02 9.75e+05  -1.0 3.54e+02  -0.0 3.11e-04 3.15e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  3.9446902e+04 6.26e+02 1.44e+05  -1.0 3.37e+02   2.2 1.20e-02 5.79e-05f  2
 321  3.9428459e+04 6.25e+02 3.92e+05  -1.0 4.82e+02   1.7 5.42e-04 1.57e-03f  1
 322  3.9424462e+04 6.24e+02 4.00e+05  -1.0 3.69e+02   2.2 1.23e-03 1.33e-03f  1
 323  3.9423412e+04 6.24e+02 3.85e+05  -1.0 5.18e+02   1.7 1.15e-04 6.30e-05f  1
 324r 3.9423412e+04 6.24e+02 1.00e+03   1.6 0.00e+00   2.1 0.00e+00 2.90e-07R  5
 325r 3.9903433e+04 3.38e+02 3.36e+03   1.6 1.64e+04    -  2.02e-04 1.51e-03f  1
 326r 4.0162636e+04 3.09e+02 2.56e+04   1.6 2.17e+03    -  1.79e-02 1.79e-03f  1
 327r 4.2148491e+04 2.15e+02 1.40e+05   1.6 1.72e+03    -  4.66e-02 1.28e-02f  1
 328r 4.6452009e+04 3.69e+02 1.53e+05   1.6 1.81e+03    -  3.59e-02 2.66e-02f  1
 329  4.6435072e+04 3.69e+02 6.39e+01  -1.0 9.20e+02    -  5.67e-03 1.98e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  4.6421014e+04 3.68e+02 3.86e+01  -1.0 8.25e+02    -  1.42e-04 2.93e-04f  1
 331  4.6378032e+04 3.68e+02 3.84e+04  -1.0 8.88e+02    -  9.50e-02 9.15e-04f  1
 332  4.6352697e+04 3.68e+02 6.39e+04  -1.0 5.04e+02    -  2.48e-02 1.19e-03f  1
 333  4.6276498e+04 3.66e+02 8.79e+04  -1.0 4.66e+02    -  1.84e-02 4.66e-03f  1
 334  4.5871473e+04 3.53e+02 2.31e+04  -1.0 4.59e+02    -  6.46e-04 4.42e-02f  1
 335  4.5871508e+04 3.53e+02 3.24e+04  -1.0 5.29e+01   1.6 6.43e-03 1.67e-04h  1
 336  4.5888144e+04 3.52e+02 2.95e+04  -1.0 2.02e+02   1.2 1.54e-02 4.15e-03h  1
 337  4.5896330e+04 3.51e+02 3.27e+04  -1.0 1.88e+02   1.6 2.08e-02 1.94e-03h  1
 338  4.5896436e+04 3.51e+02 4.49e+04  -1.0 2.21e+02   1.1 5.19e-02 2.69e-05h  1
 339  4.5896686e+04 3.51e+02 4.48e+04  -1.0 3.32e+02   3.3 4.50e-05 9.15e-05h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  4.5896838e+04 3.51e+02 2.74e+06  -1.0 3.30e+02   3.8 3.41e-02 5.63e-05h  1
 341  4.5962639e+04 3.43e+02 2.26e+06  -1.0 3.34e+02   3.3 3.46e-04 2.40e-02h  1
 342  4.6701523e+04 3.25e+02 3.72e+06  -1.0 2.68e+02   2.8 4.54e-03 1.13e-01h  1
 343  4.6732433e+04 3.24e+02 3.55e+06  -1.0 1.28e+02   2.3 5.09e-03 2.47e-03h  1
 344  4.6784474e+04 3.24e+02 3.69e+06  -1.0 4.93e+02   1.9 3.73e-04 9.29e-04h  1
 345  4.6825074e+04 3.23e+02 3.74e+06  -1.0 1.35e+02   2.3 2.14e-03 3.01e-03h  1
 346  4.6851353e+04 3.23e+02 3.84e+06  -1.0 7.18e+02   1.8 2.92e-05 3.55e-04h  1
 347  4.6888527e+04 3.22e+02 3.69e+06  -1.0 1.43e+02   2.2 4.39e-03 2.51e-03h  1
 348  4.6911611e+04 3.22e+02 3.73e+06  -1.0 1.11e+03   1.8 1.15e-04 2.22e-04h  1
 349  4.6946322e+04 3.21e+02 3.28e+06  -1.0 1.53e+02   2.2 7.78e-03 2.14e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  4.6951890e+04 3.21e+02 3.13e+06  -1.0 1.71e+03   1.7 2.80e-04 3.61e-05h  1
 351  4.6997841e+04 3.20e+02 3.10e+06  -1.0 1.65e+02   2.1 2.79e-03 2.54e-03h  1
 352  4.7014715e+04 3.20e+02 3.08e+06  -1.0 2.96e+03   1.7 8.22e-05 6.73e-05h  1
 353  4.7053274e+04 3.20e+02 2.73e+06  -1.0 1.78e+02   2.1 5.62e-03 1.95e-03h  1
 354  4.7061514e+04 3.20e+02 2.72e+06  -1.0 6.26e+03   1.6 6.22e-05 1.60e-05h  1
 355  4.7096633e+04 3.19e+02 2.72e+06  -1.0 1.93e+02   2.0 3.46e-03 1.60e-03h  1
 356  4.7125354e+04 3.19e+02 2.73e+06  -1.0 6.60e+03   1.6 5.27e-05 5.15e-05h  1
 357  4.7184552e+04 3.18e+02 2.73e+06  -1.0 2.06e+02   2.0 2.62e-03 2.45e-03h  1
 358  4.7217951e+04 3.18e+02 2.73e+06  -1.0 6.06e+03   1.5 1.40e-04 6.56e-05h  1
 359  4.7294918e+04 3.17e+02 2.74e+06  -1.0 2.17e+02   1.9 6.67e-03 3.00e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  4.7320610e+04 3.17e+02 2.74e+06  -1.0 3.14e+03   1.5 2.55e-04 9.69e-05h  1
 361  4.7371393e+04 3.17e+02 2.74e+06  -1.0 2.22e+02   1.9 4.19e-03 1.93e-03h  1
 362  4.7492652e+04 3.17e+02 2.77e+06  -1.0 2.37e+03   1.4 6.28e-05 6.05e-04h  1
 363  4.7622472e+04 3.15e+02 2.79e+06  -1.0 2.15e+02   1.8 1.46e-02 5.11e-03h  1
 364  4.7706235e+04 3.15e+02 2.80e+06  -1.0 7.95e+02   1.4 8.29e-04 1.07e-03h  1
 365r 4.7706235e+04 3.15e+02 1.00e+03   1.2 0.00e+00   0.9 0.00e+00 2.92e-07R  4
 366r 4.7719118e+04 2.92e+02 1.94e+04   1.2 1.42e+04    -  3.09e-02 7.92e-05f  1
 367r 4.9722592e+04 1.49e+02 7.77e+04   1.2 2.81e+03    -  4.30e-02 1.94e-02f  1
 368  4.9698260e+04 1.49e+02 6.24e+02  -1.0 4.94e+03    -  3.48e-02 8.34e-05f  1
 369  4.9643674e+04 1.48e+02 5.46e+03  -1.0 1.12e+03    -  7.89e-03 8.64e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  4.9423197e+04 1.48e+02 3.75e+03  -1.0 7.09e+02    -  3.46e-03 5.68e-03f  1
 371  4.9385143e+04 1.48e+02 6.83e+03  -1.0 8.86e+02    -  5.09e-03 7.72e-04f  1
 372  4.8900539e+04 1.45e+02 3.33e+03  -1.0 6.36e+02    -  4.58e-03 1.42e-02f  1
 373  4.8900272e+04 1.45e+02 1.47e+04  -1.0 1.51e+01   2.2 1.16e-02 6.49e-04h  1
 374  4.8900274e+04 1.45e+02 1.47e+04  -1.0 1.60e+01   2.6 3.63e-05 4.30e-05f  2
 375  4.8900277e+04 1.45e+02 2.05e+05  -1.0 1.58e+01   3.1 2.30e-02 4.39e-05h  1
 376  4.8920453e+04 1.44e+02 2.05e+05  -1.0 4.44e+01   2.6 3.96e-03 1.21e-02h  1
 377  4.9008566e+04 1.38e+02 2.00e+05  -1.0 4.57e+01   2.1 7.34e-03 5.17e-02h  1
 378  4.9059429e+04 1.34e+02 1.99e+05  -1.0 4.32e+01   2.5 1.06e-02 3.13e-02h  1
 379  4.9114754e+04 1.30e+02 1.84e+05  -1.0 4.18e+01   3.0 1.27e-02 3.50e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  4.9131659e+04 1.29e+02 1.91e+05  -1.0 4.03e+01   3.4 1.71e-02 1.11e-02h  1
 381  4.9170314e+04 1.26e+02 1.88e+05  -1.0 3.96e+01   2.9 2.83e-02 2.55e-02h  1
 382  4.9186743e+04 1.25e+02 1.98e+05  -1.0 3.88e+01   3.3 1.76e-02 1.11e-02h  1
 383  4.9191799e+04 1.24e+02 2.97e+05  -1.0 3.85e+01   3.8 2.52e-02 3.46e-03h  1
 384  4.9341777e+04 1.16e+02 8.05e+05  -1.0 3.81e+01   3.3 4.10e-01 1.03e-01h  1
 385  4.9509719e+04 1.08e+02 3.18e+05  -1.0 3.44e+01   3.7 5.07e-02 1.28e-01h  1
 386  4.9582538e+04 1.02e+02 2.35e+05  -1.0 2.90e+01   3.2 4.21e-02 6.21e-02h  1
 387  4.9782911e+04 9.22e+01 3.53e+06  -1.0 2.82e+01   3.7 7.35e-01 1.84e-01h  1
 388  4.9894336e+04 8.34e+01 3.38e+06  -1.0 2.37e+01   4.1 1.49e-01 1.25e-01h  1
 389  4.9993547e+04 7.52e+01 2.88e+06  -1.0 2.01e+01   3.6 2.62e-01 1.24e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  5.0031881e+04 7.17e+01 9.69e+05  -1.0 1.46e+01   3.1 9.25e-01 5.05e-02h  1
 391  5.0150648e+04 6.65e+01 9.52e+05  -1.0 1.91e+01   2.6 1.76e-01 1.24e-01h  1
 392  5.0151399e+04 6.65e+01 3.26e+06  -1.0 1.29e+01   3.1 8.14e-01 6.14e-04h  1
 393  5.0135254e+04 6.64e+01 3.22e+06  -1.0 4.76e+02   2.6 2.00e-04 6.77e-04f  1
 394r 5.0135254e+04 6.64e+01 1.00e+03   0.5 0.00e+00   4.8 0.00e+00 4.11e-07R  4
 395r 5.0132727e+04 2.12e+01 1.59e+03   0.5 3.33e+03    -  6.06e-03 9.89e-04f  1
 396  5.0122328e+04 2.12e+01 3.86e+01  -1.0 4.76e+02    -  1.95e-04 3.00e-04f  1
 397  5.0115561e+04 2.12e+01 3.86e+01  -1.0 2.30e+03    -  4.46e-06 4.85e-05f  1
 398  5.0112994e+04 2.12e+01 2.79e+03  -1.0 3.59e+03    -  5.82e-03 1.26e-05f  1
 399  4.9982453e+04 2.11e+01 1.15e+03  -1.0 6.56e+02    -  2.89e-04 3.15e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  4.9982433e+04 2.11e+01 4.63e+03  -1.0 5.47e+00   4.4 7.60e-04 6.63e-05h  1
 401  4.9982396e+04 2.11e+01 1.14e+07  -1.0 6.63e+00   3.9 9.53e-01 1.46e-04h  1
 402  4.9881512e+04 2.11e+01 1.14e+07  -1.0 1.20e+03    -  2.01e-03 1.25e-03f  1
 403  4.9881182e+04 2.11e+01 1.29e+07  -1.0 6.84e+00   3.4 5.36e-01 2.37e-03h  1
 404  4.9831275e+04 2.10e+01 1.26e+07  -1.0 5.10e+02    -  2.03e-02 1.81e-03f  1
 405  4.9824767e+04 2.10e+01 1.25e+07  -1.0 6.82e+02    -  8.61e-03 1.94e-04f  1
 406  4.9825584e+04 2.10e+01 1.16e+07  -1.0 1.17e+01   2.9 9.37e-02 2.49e-03h  1
 407  4.9825590e+04 2.10e+01 2.01e+06  -1.0 1.20e+01   2.4 9.12e-01 2.40e-05h  1
 408  4.9851664e+04 2.10e+01 2.01e+06  -1.0 3.13e+03    -  3.46e-04 3.46e-04s 12
 409  4.9898681e+04 2.10e+01 2.01e+06  -1.0 5.42e+03    -  3.35e-04 3.35e-04s 12
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  4.9955752e+04 2.21e+01 2.01e+06  -1.0 1.51e+04    -  1.48e-04 1.48e-04s 12
 411r 4.9955752e+04 2.21e+01 1.00e+03   0.0 0.00e+00   2.0 0.00e+00 0.00e+00R  1
 412r 4.9700007e+04 1.82e+01 9.99e+02   0.0 7.88e+03    -  1.48e-03 1.17e-03f  1
 413  4.9696865e+04 1.82e+01 3.86e+01  -1.0 6.00e+02    -  2.07e-04 8.29e-05f  1
 414  4.9687159e+04 1.82e+01 3.86e+01  -1.0 1.59e+03    -  4.05e-06 9.13e-05f  1
 415  4.9678076e+04 1.82e+01 5.71e+03  -1.0 3.12e+03    -  1.03e-02 5.08e-05f  1
 416  4.9608118e+04 1.81e+01 3.28e+03  -1.0 3.71e+02    -  8.06e-04 3.81e-03f  1
 417  4.9487025e+04 1.81e+01 4.34e+03  -1.0 1.02e+03    -  3.69e-03 2.51e-03f  1
 418  4.9486442e+04 1.81e+01 1.56e+04  -1.0 6.55e+00   1.5 1.08e-01 1.97e-03f  1
 419  4.9486383e+04 1.81e+01 1.44e+04  -1.0 2.12e+01   1.9 1.77e-05 4.49e-04f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420  4.9485769e+04 1.80e+01 1.84e+04  -1.0 6.79e+00   2.3 7.78e-03 3.45e-03f  1
 421  4.9485759e+04 1.80e+01 9.98e+04  -1.0 6.30e+00   2.8 3.00e-02 1.33e-04h  1
 422  4.9486618e+04 1.80e+01 9.52e+04  -1.0 2.47e+01   3.2 3.10e-03 8.54e-04h  1
 423  4.9508704e+04 1.76e+01 1.11e+05  -1.0 2.46e+01   2.7 2.53e-03 2.21e-02h  1
 424  4.9510410e+04 1.75e+01 1.02e+05  -1.0 2.24e+01   3.1 8.32e-03 1.87e-03h  1
 425  4.9545603e+04 1.64e+01 5.06e+05  -1.0 2.22e+01   2.7 5.88e-01 6.61e-02H  1
 426  4.9625716e+04 1.50e+01 5.68e+05  -1.0 2.23e+01   3.1 1.83e-02 8.63e-02h  1
 427  4.9671656e+04 1.40e+01 5.30e+05  -1.0 1.79e+01   3.5 6.69e-02 6.37e-02h  1
 428  4.9700496e+04 1.34e+01 5.11e+05  -1.0 1.66e+01   3.9 6.28e-02 4.36e-02h  1
 429  4.9723203e+04 1.29e+01 6.30e+05  -1.0 1.58e+01   3.5 1.43e-01 3.57e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430  4.9842269e+04 1.04e+01 4.71e+05  -1.0 1.54e+01   3.9 1.72e-01 1.96e-01h  1
 431  4.9887026e+04 9.46e+00 2.19e+06  -1.0 1.28e+01   4.3 3.03e-01 9.01e-02h  1
 432  5.0072753e+04 9.19e+00 1.32e+06  -1.0 1.19e+01   3.8 4.18e-01 4.00e-01h  1
 433  5.0074803e+04 9.13e+00 1.11e+07  -1.0 8.43e+00   4.3 9.41e-01 6.58e-03h  1
 434  5.0100323e+04 8.51e+00 1.00e+07  -1.0 8.38e+00   3.8 1.06e-01 8.11e-02h  1
 435  5.0101728e+04 8.47e+00 1.11e+07  -1.0 7.91e+00   4.2 4.29e-01 4.83e-03h  1
 436  5.0208615e+04 7.44e+00 9.10e+06  -1.0 7.88e+00   3.7 1.39e-01 3.63e-01h  1
 437  5.0246907e+04 6.34e+00 7.48e+06  -1.0 5.89e+00   3.3 1.77e-01 1.73e-01h  1
 438  5.0255570e+04 6.12e+00 4.36e+06  -1.0 5.64e+00   2.8 3.19e-01 3.62e-02h  1
