iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 441r 4.2879260e+04 6.39e+02 1.17e+06   1.5 1.61e-02   5.6 1.00e+00 8.34e-01h  1
 442r 4.2879279e+04 6.39e+02 5.17e+05   1.5 5.52e-03   6.0 8.07e-01 1.00e+00f  1
 443r 4.2879288e+04 6.39e+02 9.97e+05   1.5 6.10e-03   5.5 1.00e+00 1.00e+00f  1
 444r 4.2879350e+04 6.39e+02 1.00e+06   1.5 1.88e-02   5.1 1.99e-01 4.77e-01f  2
 445r 4.2879355e+04 6.39e+02 2.04e+05   1.5 9.35e-04   6.4 1.00e+00 1.00e+00f  1
 446r 4.3591713e+04 6.66e+02 5.83e+05   1.5 1.46e+02    -  4.46e-02 1.10e-01f  1
 447r 4.3585043e+04 6.66e+02 6.14e+05   1.5 3.67e+00   5.9 9.52e-02 7.29e-02h  1
 448r 4.3579470e+04 6.66e+02 9.06e+05   1.5 3.43e+00   5.4 2.80e-01 6.71e-02h  1
 449r 4.3574832e+04 6.66e+02 2.67e+06   1.5 3.24e+00   5.9 3.68e-01 5.97e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 450r 4.3567568e+04 6.66e+02 6.41e+06   1.5 3.08e+00   6.3 5.20e-01 9.86e-02h  1
 451r 4.3558144e+04 6.66e+02 5.49e+06   1.5 2.80e+00   5.8 4.75e-01 1.46e-01h  2
 452r 4.3555052e+04 6.66e+02 7.54e+06   1.5 2.45e+00   6.2 4.79e-01 5.46e-02h  3
 453r 4.3554599e+04 6.66e+02 5.32e+06   1.5 2.31e+00   5.8 6.10e-01 8.89e-03h  7
 454r 4.3554562e+04 6.66e+02 7.88e+06   1.5 2.31e+00   6.2 6.18e-01 7.20e-04h 10
 455r 4.3554561e+04 6.66e+02 5.90e+06   1.5 2.29e+00   5.7 4.50e-01 1.53e-05h 17
 456r 4.3523803e+04 6.65e+02 2.69e+06   1.5 2.31e+00   6.1 9.90e-01 5.90e-01h  1
 457r 4.3504072e+04 6.65e+02 3.52e+06   1.5 1.04e+00   5.7 6.06e-01 1.00e+00h  1
 458r 4.3503849e+04 6.65e+02 4.12e+05   1.5 3.42e-02   5.2 1.00e+00 1.00e+00f  1
 459r 4.3548869e+04 6.66e+02 1.44e+06   1.5 2.15e+02    -  9.15e-01 7.11e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 460r 4.5284286e+04 7.18e+02 4.35e+05   1.5 1.40e+02    -  1.00e+00 4.24e-01f  1
 461r 4.6372735e+04 7.48e+02 8.32e+05   1.5 4.74e+01    -  1.00e+00 7.66e-01f  1
 462r 4.6372561e+04 7.48e+02 6.54e+05   1.5 2.77e-02   4.7 2.75e-01 1.00e+00h  1
 463r 4.6372566e+04 7.48e+02 2.22e+05   1.5 9.68e-04   6.0 1.00e+00 1.00e+00f  1
 464r 4.6372545e+04 7.48e+02 4.72e+05   1.5 3.48e-03   5.6 1.00e+00 1.00e+00f  1
 465r 4.6390323e+04 7.48e+02 2.48e+06   1.5 1.63e+01    -  1.00e+00 6.92e-02f  2
 466r 4.6617582e+04 7.55e+02 2.95e+05   1.5 1.94e+01    -  1.00e+00 1.00e+00f  1
 467r 4.6603812e+04 7.55e+02 4.46e+05   1.5 1.52e+00   5.1 2.67e-01 2.08e-01h  1
 468r 4.6593725e+04 7.55e+02 4.75e+05   1.5 1.22e+00   5.5 3.28e-01 1.90e-01h  1
 469r 4.6589239e+04 7.55e+02 2.11e+06   1.5 1.00e+00   5.9 1.00e+00 1.04e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 470r 4.6573861e+04 7.55e+02 1.03e+06   1.5 8.99e-01   5.5 5.92e-01 4.06e-01h  2
 471r 4.6565379e+04 7.55e+02 6.16e+05   1.5 5.47e-01   5.9 1.00e+00 3.71e-01h  2
 472r 4.6551384e+04 7.55e+02 4.08e+05   1.5 3.47e-01   5.4 9.61e-01 1.00e+00h  1
 473r 4.6551486e+04 7.55e+02 1.78e+04   1.5 2.95e-03   5.8 1.00e+00 1.00e+00f  1
 474r 4.6620077e+04 7.57e+02 1.70e+06   0.8 2.96e+01    -  1.00e+00 8.34e-02f  1
 475r 4.7729624e+04 7.93e+02 2.26e+05   0.8 4.70e+01    -  1.00e+00 8.64e-01f  1
 476r 4.7854218e+04 7.97e+02 8.18e+05   0.8 3.50e+01    -  1.00e+00 3.12e-01f  1
 477r 4.7849422e+04 7.97e+02 6.53e+05   0.8 3.07e-01   5.4 2.72e-01 3.06e-01h  1
 478r 4.7845741e+04 7.97e+02 1.66e+06   0.8 2.12e-01   4.9 8.71e-01 3.71e-01h  1
 479r 4.7852239e+04 7.97e+02 1.28e+06   0.8 2.86e+01    -  1.00e+00 7.15e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 480r 4.8545440e+04 8.19e+02 1.53e+06   0.8 2.50e+01    -  1.00e+00 9.55e-01f  1
 481r 4.8178309e+04 8.07e+02 2.93e+05   0.8 2.20e+01    -  1.00e+00 7.97e-01f  1
 482r 4.8166748e+04 8.07e+02 6.70e+05   0.8 6.58e-01   4.4 2.48e-01 3.45e-01f  1
 483r 4.8167048e+04 8.07e+02 2.82e+06   0.8 2.31e+00    -  1.00e+00 8.97e-03f  1
 484r 4.8132279e+04 8.06e+02 2.41e+06   0.8 7.33e+00    -  1.00e+00 1.76e-01f  1
 485r 4.8117628e+04 8.06e+02 1.65e+06   0.8 3.55e-01   3.9 1.51e-01 1.00e+00f  1
 486r 4.8117791e+04 8.06e+02 9.11e+04   0.8 7.94e-02   4.4 1.00e+00 4.56e-01f  1
 487r 4.8117734e+04 8.06e+02 2.22e+05   0.8 2.24e-01   3.9 7.33e-01 7.19e-01f  1
 488r 4.8117770e+04 8.06e+02 1.31e+05   0.8 1.90e-02   5.2 1.00e+00 7.75e-01f  1
 489r 4.8117735e+04 8.06e+02 3.36e+04   0.8 2.04e-02   4.7 9.37e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 490r 4.8117692e+04 8.06e+02 6.61e+04   0.8 7.59e-02   4.2 1.00e+00 3.39e-01f  1
 491r 4.8081655e+04 8.05e+02 2.29e+05   0.8 1.22e+03    -  4.30e-02 1.04e-03f  1
 492r 4.8081662e+04 8.05e+02 3.48e+05   0.8 7.02e-01   4.7 4.21e-02 3.56e-03f  2
 493r 4.8081675e+04 8.05e+02 8.08e+05   0.8 2.30e-02   5.1 1.82e-01 8.69e-01h  1
 494r 4.8081681e+04 8.05e+02 6.70e+05   0.8 1.77e-02   5.5 1.89e-01 2.47e-01f  2
 495r 4.8081693e+04 8.05e+02 3.66e+05   0.8 6.72e-03   6.0 9.61e-01 8.34e-01h  1
 496r 4.8081690e+04 8.05e+02 5.45e+05   0.8 1.47e-03   6.4 7.94e-01 1.00e+00f  1
 497r 4.8081687e+04 8.05e+02 1.32e+05   0.8 1.65e-03   5.9 5.22e-01 1.00e+00f  1
 498r 4.8081672e+04 8.05e+02 5.93e+04   0.8 4.14e-03   5.4 1.00e+00 1.00e+00f  1
 499r 4.8055655e+04 8.04e+02 2.60e+06   0.8 7.97e+01    -  1.00e+00 1.18e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 500r 4.8035630e+04 8.03e+02 1.80e+06   0.8 4.28e+00    -  1.00e+00 1.89e-01f  1
 501r 4.7967853e+04 8.00e+02 1.90e+06   0.8 3.43e+00    -  1.00e+00 8.10e-01f  1
 502r 4.7965239e+04 8.00e+02 1.03e+07   0.8 1.82e+00    -  1.00e+00 5.32e-02h  1
 503r 4.7945157e+04 7.99e+02 1.94e+04   0.8 7.95e-01    -  1.00e+00 1.00e+00f  1
 504r 4.7945706e+04 7.99e+02 2.97e+04   0.8 1.91e-02    -  1.00e+00 1.00e+00f  1
 505r 4.7945730e+04 7.99e+02 2.39e+02   0.8 8.58e-04    -  1.00e+00 1.00e+00f  1
 506r 4.8179611e+04 8.08e+02 3.51e+04  -1.3 1.73e+01    -  5.85e-01 4.88e-01f  1
 507r 4.8371879e+04 8.14e+02 5.10e+04  -1.3 1.51e+01    -  6.00e-01 4.36e-01f  1
 508r 4.8539473e+04 8.19e+02 3.80e+03  -1.3 8.32e+00    -  5.21e-01 6.89e-01f  1
 509r 4.8601983e+04 8.21e+02 1.82e+04  -1.3 2.50e+00    -  4.22e-01 8.56e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 510r 4.8608085e+04 8.22e+02 1.95e+03  -1.3 3.29e-01    -  1.00e+00 6.25e-01f  1
 511r 4.8611526e+04 8.22e+02 1.15e+00  -1.3 1.22e-01    -  1.00e+00 1.00e+00f  1
 512r 4.8616860e+04 8.22e+02 1.19e+02  -4.5 2.17e-01    -  8.86e-01 9.11e-01f  1
 513r 4.8613831e+04 8.22e+02 2.12e+03  -4.5 1.62e-01    -  4.95e-01 9.45e-01f  1
 514r 4.8611639e+04 8.22e+02 8.70e+02  -4.5 1.04e-01    -  6.29e-01 9.34e-01f  1
 515r 4.8609923e+04 8.22e+02 3.03e+02  -4.5 3.92e-02    -  6.59e-01 1.00e+00f  1
 516r 4.8609114e+04 8.22e+02 1.04e+02  -4.5 1.67e-02    -  6.55e-01 1.00e+00f  1
 517r 4.8608837e+04 8.22e+02 4.06e+00  -4.5 8.68e-03    -  9.61e-01 1.00e+00h  1
 518r 4.8608764e+04 8.22e+02 4.49e-05  -4.5 3.83e-03    -  1.00e+00 1.00e+00h  1
 519r 4.8608575e+04 8.22e+02 3.18e-01  -9.0 5.35e-03    -  8.83e-01 9.96e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 520r 4.8608500e+04 8.22e+02 6.69e-01  -9.0 7.73e-03    -  8.31e-01 8.36e-01h  1
 521r 4.8608485e+04 8.22e+02 1.56e-01  -9.0 1.20e-03    -  9.91e-01 9.84e-01h  1
 522r 4.8608485e+04 8.22e+02 3.49e-01  -9.0 2.86e-04    -  1.00e+00 3.91e-03f  9
 523r 4.8608485e+04 8.22e+02 1.27e-05  -9.0 3.73e-04    -  1.00e+00 1.00e+00h  1
